id,text,type
MI0107AvfallN,Emissions of greenhouse gases from waste by type of greenhouse gas and subsector. Year 1990 - 2022,t
MI0107ELoFjarrNN,Emissions of greenhouse gases from electricity and district heating by type of greenhouse gas and fuel type. Year 1990 - 2022,t
MI0107InTranspNN,Emissions of greenhouse gases from domestic transport by type of greenhouse gas and mode of transport. Year 1990 - 2022,t
TotaltUtslapp,Total emissions of air pollutants by sector. Year 1990 - 2022,t
MI0108Industri,Emissions of air pollutants from industry by subsector.  Year 1990 - 2022,t
MI0108Jordbruk,Emissions of air pollutants from agriculture by subsector. Year 1990 - 2022,t
MI0108Prodanv,Emissions of air pollutants from solvent use and other product use by area. Year 1990 - 2022,t
MI0108UppvBoLok,Emissions of air pollutants from heating of houses and buildings by subsector. Year 1990 - 2022,t
UtslappAmmoniakAr,"Emissions to air of ammonia (tonnes) from agriculture by production area, type of animal, emission source, manure management system and handling. Year 2005 - 2022",t
MI0108ArbMaskN,Emissions of air pollutants from off-road vehicles and other machinery by subsector. Year 1990 - 2022,t
MI0108UtrikesTransNN,Emissions of air pollutants from international transport by activity. Year 1990 - 2022,t
MI0108AvfallN,Emissions of air pollutants from waste by subsector. Year 1990 - 2022,t
MI0108EloFjarrN,Emissions of air pollutants from electricity and district heating by fuel type. Year 1990 - 2022,t
MI0305T01C,"Generated waste by property, economic activity NACE Rev. 2 (incl. households) and waste category. Every second year 2010 - 2020",t
MI0305T003,Treated waste by treatment category and waste category. Every second year 2010 - 2020,t
MI0305A,Not longer updated due to change of definitions,l
MI0307T1,Total amount of packaging put on the market and recycled broken down by type of packaging. Year 2012 - 2019,t
MI0307T2N,Total amount of packaging put on the market and recycled by type of packaging. New calculation points from 2020. Year 2020 - 2022,t
MI0308T05,"Export of waste that need prior notification by country of destination, type of waste and treatment category.  Year 2012 - 2018",t
MI0308T06,"Import of waste that need prior notification by country of destination, type of waste and treatment category. Year 2012 - 2018",t
MI0309T01,Sold and collected amount of electrical equipment by type of equipment and product category. Year 2010 - 2018,t
MI0309T02,Treated amount of electrical equipment by type of treatment and product category. Year 2010 - 2018,t
MI0309T03,Sold and collected amount of batteries by battery type. Year 2010 - 2022,t
MI0309T04,Treated amount of batteries by type of treatment and type of battery. Year 2010 - 2022,t
MI0309T05,Sold and collected amount of electrical equipment by type of equipment and product category.  Year 2019 - 2022,t
MI0603D,Number of and area,l
MI0603P,Population and accessibility,l
MI0603L,"Decision, management and costs",l
MI0603H,Nature types,l
MI0603R,"Old tables, not updated",l
SkyddSkogFrivillig,"Formally protected forest land, voluntary set-asides, consideration patches and unproductive forest land. Year 2018 - 2022",t
Areal2012NN,Land and water area 1 January by region and type of area. Year 2012 - 2024,t
Areal,Land and water area 1 January by region and type of area (no update after 2011). Year 2000 - 2011,t
Landareal,Land area 1 January by region (no update after 1999). Year 1992 - 1999,t
MI0803A,Land use,l
MI0803D,Land ownership and land value,l
MI0803B,Buildings and dwellings,l
MI0803C,Planning,l
MI0803X,"Old tables, not updated",l
MI0805A,Green space and land use,l
MI0805B,Population proximity to green areas,l
MI0805D,Green areas,l
MI0805C,"Old tables, not updated",l
MI0806A,Concentrations of holiday homes,l
MI0806B,"Older tables, not updated",l
MI0810A,Population,l
MI0810B,Buildings and dwellings,l
MI0810C,Gainfully employed,l
MI0810E,Small localities,l
MI0812A,Shorelines and islands,l
MI0812S,Shoreline buildings,l
MI0812T,"Old tables, not updated",l
MI0815A,Activities zones,l
MI0815C,Retail areas,l
MI0902D,Water withdrawal,l
MI0902E,Water use,l
MI0902F,Water discharge,l
MI0902C,Water and wastewater services,l
MI0902B,"Old tables, not updated",l
ForsHandelsgodsel,Sales of mineral fertilisers for agriculture and horticulture after region and plant nutrient. Year 1989/1990 - 2022/2023,t
MI1301A,Energy accounts,l
MI1301B,Air Emissions Accounts,l
MI1301C,Material Flow Accounts,l
MI1301D,Environmental goods and services sector,l
MI1301E,Environmental taxes,l
MI1301F,Environmental pressure from consumption,l
MI1301G,Chemical indicators,l
MI1302B,Presentation by industry NACE 2007,l
MI1303B,Thriving Wetlands,l
Konjunkturklockan,Business cycle clock. Month 2000M01 - 2024M04,t
NR0101D,ESA1995/SNI2002,l
NR0101E,ESA1995/SNI2007,l
HC,Total health care expenditures by function of health care (HC). Year 2001 - 2022,t
HCBNP,Total health care expenditures in relation to GDP 2001 - 2022,t
HCHF,Total health care expenditures by function of health care (HC) and by source of funding (HF). Year 2001 - 2022,t
HCHP,Total health care expenditures by function of health care (HC) and by provider industry (HP). Year 2011 - 2022,t
HKHP,Total health capital by type of assets (HK) and by provider industry (HP). Year 2001 - 2022,t
HPHF,Total health care expenditures by provider industry (HP) and by source of funding (HF) Year 2011 - 2022,t
ESSPROST1,Social protection expenditure. Year 1993 - 2022,t
ESSPROST2,Total receipts of social protection by type of sector of origin. Year 1993 - 2022,t
ESSPROST4,Total expenditure and receipts by scheme. Year 1993 - 2022,t
ESSPROST8,Gross and net social cash benefits for Sweden. Year 2019 - 2022,t
ESSPROST3,Social protection expenditure by function. Year 1993 - 2022,t
ESSPROST5,"Total expenditure, total receipts, and expenditure by function in relation to (%) GDP (million SEK). Year 1993 - 2022",t
NR0111A,Supplement on contingent liabilities ,l
NR9999B,"Multifactor productivity (MFP), annual data",l
NR9999C,"Multifactor productivity (MFP), annual data, previous definitions",l
NR9999A,Economic indicators,l
NR0105A,"Regional accounts, annual estimates",l
NR0105B,"Regional accounts, annual estimates, older series",l
FirBruttoKonvKv,General government consolidated gross debt according to the euro convergence criteria. Quarterly 1996K1 - 2023K4,t
FirBruttoKonvAr,General government consolidated gross debt according to the euro convergence criteria. Year 1996 - 2023,t
NR0103A,"GDP, labour input and labour cost, quarterly estimates, actual values",l
NR0103B,"GDP and labour input, quarterly estimates, working-day and seasonally adjusted values",l
NR0103C,"Sector Accounts, quarterly estimates",l
NR0103E,"GDP, labour input and capital stock, annual estimates, actual values",l
NR0103F,"Sector Accounts, annual estimates",l
NR0103K,National wealth,l
NR0103M,Pensions,l
NR0103S,Economic indicators,l
NV0004T1,"Business Production Index by industry (Sic 2007). Monthly index, 2010=100 2000M01 - 2017M08",t
NV0006A,Production value index,l
NV0006C,"Old tables, not updated",l
FDBR,Enterprises and employees (FDB) by industrial classification SNI 2002 and size class. Year 2003 - 2007,t
FDBR07,Enterprises and employees (FDB) by industrial classification SNI 2007 and size class. Year 2008 - 2013,t
FDBR07N,Enterprises (FDB) by industrial classification SNI 2007 and size class. Year 2008 - 2023,t
FtgBalK,Corporations Financial Assets and Liabilities by item. Quarterly 1998K2 - 2023K4,t
NV0109P,"Basic data, income statement and balance sheet. NACE Rev. 2. Data from 2022",l
NV0109L,"Old tables. Basic data, income statement and balance sheet for the business economy 2000-2021.",l
NV0116M,Artificial Intelligence,l
NV0116K,Big data,l
NV0116L,Internet of Things,l
NV0116S,Information security and IT security,l
NV0116J,Use of robots,l
NV0116I,3D-printer,l
NV0116O,Electronic Business Processes,l
NV0116A,Computers and networks,l
NV0116B,Access and use of the internet,l
NV0116N,Meetings via the internet,l
NV0116Q,Remote access,l
NV0116P,Social Media,l
NV0116H,ICT specialists and ICT skills,l
NV0116E,E-commerce,l
NV0116G,IT and environment,l
NV0116Z,"Old tables, not updated",l
NV0117A,Satellite accounts,l
NV0117B,Primary statistics,l
FtgHkuK,Corporations Foreign Trade Credits by item. Quarterly 1997K1 - 2023K4,t
NV0124A1,Profitability,l
NV0124A3,Value added,l
NV0124A2,Gross fixed capital formation,l
NV0124A4,Inventories,l
NV0124X,"Old tables, not updated",l
NV0402A,Industrial production index (IPI),l
NV0402B,Old tables not updated (SNI 2007),l
NV0402C,Old tables not updated (SNI 2002),l
NV0501A,Orders and turnover in industry,l
NV0501B,Old tables not updated (SNI 2007),l
NV0501C,Old tables not updated (SNI 2002),l
NV0701A,Industrial capacity utilization,l
NV0701S,Old tables not updated,l
NV0802A,Expenditures (excl. leasing) on hardware and software,l
NV0802B,Expenditures on it equipment leasing,l
NV0802C,Expenditures on IT services,l
NV0802D,Software development,l
NV0802Z,"Old tables, not updated",l
NV1701A,Year,l
NV1701B,Month,l
Kommunalskatter2000,Local tax rates. Year 2000 - 2024,t
Kommunalskatt80,Local tax rates by region. Year 1974-1992 1974 - 1992,t
Kommunalskatt,Local tax rates by region. Year 1993-1999 1993 - 1999,t
KTS,Financial assets and liabilities for municipalities and county councils account by item. Quarterly 2002K1 - 2024K1,t
OE0107A,Data from income statement and balance sheet for municipalities,l
OE0107B,Statement of accounts for municipalities,l
OE0107C,Data from income statement and balance sheet for county councils,l
OE0107D,Statement of accounts for county councils,l
OE0107G,"Old tables, not updated",l
KomFtgK100,Enterprises by ownership and estimated annual profit by municipality. Year 2015 - 2022,t
KomFtgKg,Municipality-owned enterprises by municipal groups and sector. Year 2015 - 2022,t
OffFtg,"Publicly owned enterprises by sector, type of ownership and legal form. Year 2015 - 2022",t
LtFtgL,County councils enterprises by county and sector. Year 2015 - 2022,t
KomFtgK,Data for municipality-owned enterprises by region. Year 2015 - 2022,t
OffEkoMottSektor,"Publicly owned enterprises and economic facts by sector, type of ownership and economic activity  SNI 2007. Year 2015 - 2022",t
OffResultSektor,"Income statement for publicly owned enterprises by sector, type of ownership and economic activity  SNI 2007. Year 2015 - 2022",t
OffSkulderSektor,"Liabilities and equity for publicly owned enterprises by sector, type of ownership and economic activity  SNI 2007. Year 2015 - 2022",t
OffTillgSektor,"Assets in publicly owned enterprises by sector, type of ownership and industry SNI 2007. Year 2015 - 2022",t
OE0108K,"Old tables, not updated",l
OE0112T06,Number of providers by county council and activity. Year 2013 - 2022,t
OE0112T05B,Number of providers by municipalities and activity and region. Year 2013 - 2022,t
OE0115A,Economic equalisation,l
OE0202A,Central Government Debt,l
ForvInkomsterAN,"Assessed and taxable earned income, individuals, by region. Assessment year 1992 - 2021",t
ForvInkomsterB,"Assessed and taxable earned income and number of individuals and legal entities, all taxpayers, by region. Assessment year 1992 - 2021",t
KapInkomsterA,"Assessment for national capital income tax, individuals, by region. Assessment year 1992 - 2021",t
DebSkatterAvgifterC,"Debited taxes and fees as well as tax credits, individuals, all of Sweden. SEK millions, assessment years 2000 - 2021",t
SkatteredukSpec,"Specification of tax credits, individuals, all of Sweden. SEK millions, assessment years 2000 - 2021",t
DebSkatterA,"Income, wealth and real estate taxes and individual general pension contributions, individuals, by region. Assessment year 1992 - 2021",t
DebSkatterB,"Income, wealth and real estate taxes and individual general pension contributions, all taxpayers, by region. Assessment year 1992 - 2021",t
PR0101A,Consumer Price Index (CPI),l
PR0101H,Consumer Price Index at constant taxes (CPI-CT),l
PR0101G,Consumer Price Index with fixed interest rate (CPIF),l
PR0101I,Consumer Price Index with fixed interest rate and at constant taxes (CPIF-CT),l
PR0101J,Consumer Price Index with fixed interest rate exclusive energy (CPIF-XE),l
PR0101C,Harmonized Index of Consumer Prices (HICP),l
PR0101K,Harmonized Consumer Price Index at constant taxes (HICP-CT),l
PR0101E,Price Basic Amount,l
